author,date,channel
notabotpc,2023-03-23 16:12:00.424000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:12:57.528000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:13:22.994000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:13:27.479000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:14:18.041000+00:00,dragons-den/Jenshin-Den
_yungpo,2023-03-23 16:18:19.717000+00:00,dragons-den/Jenshin-Den
mathaw,2023-03-23 16:21:48.281000+00:00,dragons-den/Jenshin-Den
nochillada,2023-03-23 16:23:11.373000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:23:11.898000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:23:16.536000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:24:10.258000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:25:25.020000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:25:37.147000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:25:49.225000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:25:50.797000+00:00,dragons-den/Jenshin-Den
violinsexual,2023-03-23 16:25:51.650000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:25:54.963000+00:00,dragons-den/Jenshin-Den
viros_,2023-03-23 16:26:04.145000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:26:10.405000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:26:12.172000+00:00,dragons-den/Jenshin-Den
viros_,2023-03-23 16:26:12.595000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:26:27.442000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:26:29.517000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:26:31.150000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:26:32.774000+00:00,dragons-den/Jenshin-Den
violinsexual,2023-03-23 16:26:35.594000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:26:36.541000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:26:41.308000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:26:41.885000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:26:46.759000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:26:54.047000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:26:55.077000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:26:58.087000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:27:04.755000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:27:13.287000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:27:15.889000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:27:21.435000+00:00,dragons-den/Jenshin-Den
violinsexual,2023-03-23 16:27:22.439000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:27:24.473000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:27:27.894000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:27:29.223000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:27:31.414000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:27:35.250000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:27:48.250000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:27:54.049000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:27:55.662000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:28:09.138000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:28:10.557000+00:00,dragons-den/Jenshin-Den
vany227,2023-03-23 16:28:13.220000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:28:23.092000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:28:42.098000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:28:54.744000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:29:22.820000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:29:37.224000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:29:42.970000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:29:43.958000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:29:44.983000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:29:46.858000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:29:48.031000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:29:52.239000+00:00,dragons-den/Jenshin-Den
magzhik,2023-03-23 16:30:24.192000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:30:25.688000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:30:28.961000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:30:39.389000+00:00,dragons-den/Jenshin-Den
snek_pliskin,2023-03-23 16:30:43.657000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:31:26.725000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:31:28.047000+00:00,dragons-den/Jenshin-Den
snek_pliskin,2023-03-23 16:34:29.720000+00:00,dragons-den/Jenshin-Den
snek_pliskin,2023-03-23 16:34:36.671000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:35:00.317000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:35:46.102000+00:00,dragons-den/Jenshin-Den
.alterna,2023-03-23 16:37:28.962000+00:00,dragons-den/Jenshin-Den
.alterna,2023-03-23 16:37:33.021000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:37:40.957000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:37:44.553000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:39:32.910000+00:00,dragons-den/Jenshin-Den
_yungpo,2023-03-23 16:39:42.265000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:39:46.827000+00:00,dragons-den/Jenshin-Den
_yungpo,2023-03-23 16:39:51.118000+00:00,dragons-den/Jenshin-Den
notabotpc,2023-03-23 16:41:14.710000+00:00,dragons-den/Jenshin-Den
_yungpo,2023-03-23 16:44:21.437000+00:00,dragons-den/Jenshin-Den
_yungpo,2023-03-23 16:44:30.146000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:44:50.471000+00:00,dragons-den/Jenshin-Den
risabu,2023-03-23 16:44:51.288000+00:00,dragons-den/Jenshin-Den
risabu,2023-03-23 16:45:07.286000+00:00,dragons-den/Jenshin-Den
altair3454,2023-03-23 16:45:08.570000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:45:09.363000+00:00,dragons-den/Jenshin-Den
squirrely96,2023-03-23 16:45:15.539000+00:00,dragons-den/Jenshin-Den
