author,date,channel
hauntedcurio,2023-06-11 23:12:53.722000+00:00,archived stream spoiler chats/botwtotk-shrine-spoiler
hauntedcurio,2023-06-11 23:17:37.128000+00:00,archived stream spoiler chats/botwtotk-shrine-spoiler
kusoro,2023-06-11 15:00:17.677000+00:00,dragons-den/evolve-idol
rafikikojak,2023-06-11 15:07:44.323000+00:00,dragons-den/evolve-idol
rafikikojak,2023-06-11 15:08:29.006000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:08:58.139000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:09:07.146000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:09:17.625000+00:00,dragons-den/evolve-idol
cheeseyx,2023-06-11 15:10:08.617000+00:00,dragons-den/evolve-idol
rafikikojak,2023-06-11 15:10:10.035000+00:00,dragons-den/evolve-idol
rafikikojak,2023-06-11 15:10:40.200000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:10:57.690000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:11:13.174000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:11:18.674000+00:00,dragons-den/evolve-idol
_naya_,2023-06-11 15:12:23.027000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:12:56.831000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:13:18.195000+00:00,dragons-den/evolve-idol
aerolfos,2023-06-11 15:13:23.831000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:14:00.890000+00:00,dragons-den/evolve-idol
aerolfos,2023-06-11 15:14:02.493000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:14:08.466000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:15:06.958000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:15:09.675000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:15:13.429000+00:00,dragons-den/evolve-idol
.sinbean,2023-06-11 15:18:14.412000+00:00,dragons-den/evolve-idol
_naya_,2023-06-11 15:18:54.284000+00:00,dragons-den/evolve-idol
cheeseyx,2023-06-11 15:29:48.493000+00:00,dragons-den/evolve-idol
cheeseyx,2023-06-11 15:30:14.540000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:30:30.792000+00:00,dragons-den/evolve-idol
kusoro,2023-06-11 15:30:46.222000+00:00,dragons-den/evolve-idol
cheeseyx,2023-06-11 15:31:13.197000+00:00,dragons-den/evolve-idol
.sinbean,2023-06-11 15:34:00.441000+00:00,dragons-den/evolve-idol
.sinbean,2023-06-11 15:34:17.728000+00:00,dragons-den/evolve-idol
mare.crisium,2023-06-11 15:40:41.321000+00:00,dragons-den/evolve-idol
qubiku,2023-06-11 15:43:34.976000+00:00,dragons-den/evolve-idol
qubiku,2023-06-11 15:43:48.576000+00:00,dragons-den/evolve-idol
