Author,Date,Reactions
robyntact,2023-08-26T17:28:49.7390000+00:00,0
robyntact,2023-08-26T17:28:52.4560000+00:00,0
waynebrady_,2023-08-26T17:28:55.0480000+00:00,1
robyntact,2023-08-26T17:28:56.4850000+00:00,0
robyntact,2023-08-26T17:29:05.2910000+00:00,0
howyudoinn,2023-08-26T17:29:37.7830000+00:00,0
howyudoinn,2023-08-26T17:29:43.3040000+00:00,0
robyntact,2023-08-26T17:30:01.7740000+00:00,0
robyntact,2023-08-26T17:30:05.6350000+00:00,0
robyntact,2023-08-26T17:30:08.8280000+00:00,0
robyntact,2023-08-26T17:30:17.4900000+00:00,0
robyntact,2023-08-26T17:30:23.4960000+00:00,0
howyudoinn,2023-08-26T17:30:28.5370000+00:00,0
howyudoinn,2023-08-26T17:30:30.6760000+00:00,0
robyntact,2023-08-26T17:30:33.6450000+00:00,0
robyntact,2023-08-26T17:30:41.4460000+00:00,0
waynebrady_,2023-08-26T17:30:46.1070000+00:00,0
robyntact,2023-08-26T17:30:52.8040000+00:00,0
howyudoinn,2023-08-26T17:30:56.7820000+00:00,0
robyntact,2023-08-26T17:31:14.2660000+00:00,0
waynebrady_,2023-08-26T17:31:14.8850000+00:00,0
robyntact,2023-08-26T17:31:19.6390000+00:00,0
howyudoinn,2023-08-26T17:31:20.6320000+00:00,0
robyntact,2023-08-26T17:31:24.4160000+00:00,0
howyudoinn,2023-08-26T17:31:32.0060000+00:00,0
waynebrady_,2023-08-26T17:31:38.8670000+00:00,0
robyntact,2023-08-26T17:31:41.8280000+00:00,0
robyntact,2023-08-26T17:31:46.3010000+00:00,0
robyntact,2023-08-26T17:31:52.2810000+00:00,0
howyudoinn,2023-08-26T17:32:13.8600000+00:00,0
howyudoinn,2023-08-26T17:32:27.0040000+00:00,0
howyudoinn,2023-08-26T17:32:40.5750000+00:00,1
kiwimeowahura,2023-08-26T17:32:42.1740000+00:00,1
kiwimeowahura,2023-08-26T17:32:57.9540000+00:00,0
algent,2023-08-26T17:34:54.5030000+00:00,0
simmsy,2023-08-26T17:35:30.9330000+00:00,2
aerolfos,2023-08-26T17:35:49.1180000+00:00,1
aerolfos,2023-08-26T17:35:50.0780000+00:00,0
robyntact,2023-08-26T17:36:00.9260000+00:00,0
simmsy,2023-08-26T17:36:05.0690000+00:00,0
simmsy,2023-08-26T17:36:10.3120000+00:00,0
goldysi,2023-08-26T17:36:26.5540000+00:00,0
simmsy,2023-08-26T17:37:04.7570000+00:00,0
simmsy,2023-08-26T17:37:14.1250000+00:00,0
kiwimeowahura,2023-08-26T17:38:40.2620000+00:00,0
kiwimeowahura,2023-08-26T17:38:55.4990000+00:00,0
simmsy,2023-08-26T17:40:06.8150000+00:00,0
simmsy,2023-08-26T17:40:45.6590000+00:00,0
waynebrady_,2023-08-26T17:40:56.6960000+00:00,0
kingofdunces,2023-08-26T17:47:53.1600000+00:00,0
kiwimeowahura,2023-08-26T17:48:24.8800000+00:00,0
kiwimeowahura,2023-08-26T17:48:35.3160000+00:00,0
kiwimeowahura,2023-08-26T17:48:49.7660000+00:00,0
kiwimeowahura,2023-08-26T17:49:08.5630000+00:00,0
kiwimeowahura,2023-08-26T17:49:14.3430000+00:00,0
robyntact,2023-08-26T17:49:47.8510000+00:00,0
robyntact,2023-08-26T17:49:50.2960000+00:00,0
robyntact,2023-08-26T17:50:14.2110000+00:00,0
waynebrady_,2023-08-26T17:50:57.5840000+00:00,0
gintobi,2023-08-26T17:51:01.2370000+00:00,1
waynebrady_,2023-08-26T17:51:02.8460000+00:00,0
kiwimeowahura,2023-08-26T17:51:13.1090000+00:00,0
waynebrady_,2023-08-26T17:51:22.2400000+00:00,0
robyntact,2023-08-26T17:51:31.2740000+00:00,0
robyntact,2023-08-26T17:51:41.0580000+00:00,0
robyntact,2023-08-26T17:51:47.9120000+00:00,0
gintobi,2023-08-26T17:52:36.7210000+00:00,1
kiwimeowahura,2023-08-26T17:52:50.2590000+00:00,0
kiwimeowahura,2023-08-26T17:52:53.7560000+00:00,0
gintobi,2023-08-26T17:53:15.1560000+00:00,0
kingofdunces,2023-08-26T17:53:15.9720000+00:00,0
kiwimeowahura,2023-08-26T17:53:19.9820000+00:00,0
robyntact,2023-08-26T17:54:05.9680000+00:00,0
kingofdunces,2023-08-26T17:54:14.1420000+00:00,0
robyntact,2023-08-26T17:54:14.8820000+00:00,0
robyntact,2023-08-26T17:54:15.4010000+00:00,0
robyntact,2023-08-26T17:54:21.8070000+00:00,0
robyntact,2023-08-26T17:54:41.9140000+00:00,0
kiwimeowahura,2023-08-26T17:54:44.6620000+00:00,1
kiwimeowahura,2023-08-26T17:54:56.1920000+00:00,0
aerolfos,2023-08-26T17:55:01.7500000+00:00,1
robyntact,2023-08-26T17:55:26.9040000+00:00,0
robyntact,2023-08-26T17:55:33.9170000+00:00,0
robyntact,2023-08-26T17:55:38.9260000+00:00,0
robyntact,2023-08-26T17:55:40.9790000+00:00,0
robyntact,2023-08-26T17:55:43.6970000+00:00,0
robyntact,2023-08-26T17:55:57.9820000+00:00,0
aerolfos,2023-08-26T17:56:05.4980000+00:00,1
robyntact,2023-08-26T17:56:24.5040000+00:00,0
robyntact,2023-08-26T17:56:26.6700000+00:00,0
kiwimeowahura,2023-08-26T17:56:27.9690000+00:00,0
kiwimeowahura,2023-08-26T17:56:34.3860000+00:00,0
waynebrady_,2023-08-26T17:56:42.8060000+00:00,0
waynebrady_,2023-08-26T17:56:49.3470000+00:00,0
